region,year,gy,gg,gdp,gdpsq,sc
51,2002,-1.0839298869136984,-0.3169994550668767,-0.7912762798525776,-0.33655884777662615,0.18093909228419236
52,2002,-0.4922162828153825,-0.06585046992291199,-0.7972845952886999,-0.336984375025619,-0.49303477190440875
53,2002,-1.1150727081820309,-1.363512180213089,-0.8058508505698602,-0.33756957738610893,-0.3629696402188891
54,2002,-1.333072457060358,-0.04562543066699248,-0.8658569330709706,-0.34096075326833536,-0.7176927266339421
55,2002,-0.4299306402787176,-0.2920533963777132,-0.7038274456977831,-0.32895896846925843,2.191036581969493
56,2002,-0.8659301380353712,-0.31455309663955805,-0.8517908486502767,-0.3402770316379331,0.50018987005774
57,2002,-1.2396439932553607,0.5309086086673199,-0.849937364404671,-0.340181859861791,-0.02007065668433803
58,2002,-1.2707868145236931,-0.9248583089031983,-0.8253942065124944,-0.3388101370611386,-0.5994516978289245
59,2002,-1.1462155294503633,1.9773747651842852,-0.7012394290292868,-0.32869395169696985,-0.2683768171748749
60,2002,-1.3019296357920256,1.328692124766291,-0.8289216539636897,-0.33902004464982094,0.015401651957167358
61,2002,-0.8347873167670388,1.2287249965576077,-0.5962313693793596,-0.3159965594688245,1.9900268330009625
62,2002,-0.9282157805720361,2.08734564022357,-0.7545393197999736,-0.3336867775345835,0.7484960305482768
63,2002,-1.3019296357920256,-1.0854021924963348,-0.8121467756303005,-0.33798357934912543,0.42924525277472925
64,2002,-1.1150727081820309,-0.17874711647154726,-0.8456293293946647,-0.3399560849460348,-0.8004614467974545
65,2002,-0.8659301380353712,-0.3928497824476868,-0.8228983001158384,-0.33865902608711174,0.3464765326112169
66,2002,-1.0839298869136984,-0.6286962687024188,-0.661178510034196,-0.32429761952077135,1.055922705441323
67,2002,-1.519929384670352,-0.907133590404289,-0.8172635952211098,-0.33830999688380714,-0.29202502293587834
68,2002,-0.3365021764737202,0.9610747145610269,0.2952414483654503,-0.05532290528398128,-0.02007065668433803
69,2002,-1.052787065645366,2.1389689407774806,-0.8453266813586174,-0.33993998366462,-0.5048588747849102
70,2002,-0.8347873167670388,-0.07828960119354074,-0.7755254233678636,-0.33538434258124494,0.4055970470137258
71,2002,-1.1773583507186958,-1.280377914864713,-0.7419639179419218,-0.3325969211147419,0.20458729804519582
72,2002,-0.5856447466203799,-0.6729981823966196,-0.9168310394776865,-0.3428679346480124,-0.1856080970113626
73,2002,-0.8036444954987063,-0.006788337503411656,-0.6347597802291867,-0.3210961449834495,0.8430888535922915
74,2002,0.9714963167962414,-2.2564985194870624,-0.9636183580689616,-0.3438313059342731,-1.3680183850615393
75,2002,-1.7067863122803468,2.3105274598307783,-0.19583177729192616,-0.23275488479392414,-0.06736706820634493
76,2002,-1.6133578484753495,0.25252042971469785,-0.6614022064086655,-0.32432370183951076,0.14546678364268698
77,2002,0.13064014255126655,0.3330002660244097,-0.8193830713741729,-0.33844256528357136,1.446118100497881
78,2002,-0.647930389157044,0.30242290850961695,-0.6619929340193974,-0.3243924960916275,1.2569324544098535
1,2003,-0.21193089140039043,0.8930478254845847,-0.72148771052172,-0.3307058664340467,-0.4339142575018999
2,2003,0.1617829638195983,1.1565175656622972,-0.7487218042126639,-0.3331893640519569,2.0964437589254783
3,2003,0.7223537466495824,0.6135665067201451,-0.8958656137259241,-0.34219179213946427,-0.6585722122314334
4,2003,-1.1462155294503633,0.878300421924403,-0.8635917723042823,-0.34085524902802056,-1.3088978706590306
5,2003,0.5666396403079202,-0.1281179040738049,-0.8948025859968269,-0.34215347918447164,0.07452216635967619
6,2003,-0.7413588529620414,0.7697760681144032,-0.6912525137900977,-0.32764966412051816,0.9731539852778103
7,2003,-0.523359104083715,-0.19258823890156843,-0.5004709930420652,-0.301108736780177,1.5288868206613937
8,2003,-0.5545019253520475,-0.8034052654889144,-0.8509839438709397,-0.34023574443014126,0.06269806347917468
9,2003,-1.3019296357920256,-1.2266110115559392,-0.822962213365687,-0.33866292237051365,-0.6703963151119352
10,2003,-0.3053593552053878,0.5596167225730293,-0.874546785298529,-0.3413491169050355,0.6420791046237612
11,2003,-0.6790732104253765,-0.3296572657802011,-0.6202843690392427,-0.31924011229382016,-0.221080405652868
12,2003,2.2172091675295387,0.469793026718014,-0.8750059268066317,-0.3413689137687673,4.106541248610779
13,2003,-0.3365021764737202,-0.8896274218570442,-0.7326250642581815,-0.33175234253613056,0.8194406478312877
14,2003,-0.8036444954987063,-0.6819776455166594,-0.8377257041303158,-0.3395252628145051,-0.31567322869688225
15,2003,0.9092106742595771,-0.06153544886307393,-0.34181104979691807,-0.2694950972724458,0.8785611622337964
16,2003,-0.6790732104253765,0.6746251078509656,-0.8388742628261218,-0.33958920531403497,0.20458729804519582
17,2003,1.46978145708956,0.3952914035766063,-0.8400655870052826,-0.33965504892573906,0.6893755161457681
18,2003,-0.5856447466203799,1.0474984841286763,-0.7717794489962303,-0.3350924449650241,-0.15013578836985722
19,2003,-0.3987878190103851,2.0996073149393952,-0.7494690252954511,-0.3332539055020321,0.9731539852778103
20,2003,-0.7725016742303739,0.3832789266342063,-0.7275406712426628,-0.3312799045846016,1.1859878371268426
21,2003,-0.8970729593037037,0.22497712798058528,-0.8258932938017521,-0.33884009632384493,-0.09101527396734838
22,2003,-0.3987878190103851,0.07952843470602236,-0.8778651048366173,-0.3414905605353499,-0.7058686237534402
23,2003,-0.8036444954987063,0.7098154491664495,-0.6165050281915857,-0.31874365338491467,1.729896569629924
24,2003,-0.36764499774205267,0.556167300349417,-0.7876482630229442,-0.3362958839623269,1.9427304214789556
25,2003,-0.21193089140039043,0.3551132532222993,-0.7205196127666623,-0.3306128862411126,1.363349380334369
26,2003,-0.5545019253520475,0.12889234025189145,-0.6311035663775614,-0.32063415401030104,1.5288868206613937
27,2003,-0.08735960632706062,-0.5873587091961283,-0.7632568990991575,-0.3344103480610744,0.21641140092569733
28,2003,-1.052787065645366,-0.27419289245431827,-0.7637968720703038,-0.3344543062521875,-0.8950542698414686
29,2003,-0.9593586018403686,-0.7030901176083473,-0.8498823802117867,-0.3401790185022155,-0.20925630277236607
30,2003,-0.8659301380353712,-0.9909584983853553,-0.8082635757516398,-0.33772984364594705,0.0035775490766658427
31,2003,-1.0839298869136984,-0.05645064959853059,-0.7747810219872755,-0.33532672110674444,0.07452216635967619
32,2003,-0.5545019253520475,0.37810589233012837,-0.5993720476788984,-0.31643138371751345,0.9731539852778103
33,2003,-1.2085011719870282,0.47824568542062657,-0.8015522145671845,-0.3372790738313091,-0.930526578482974
34,2003,-1.1150727081820309,-1.3602688548526378,-0.8628577098317581,-0.3408206797619369,0.4647175614162346
35,2003,-0.24307371266872288,0.8013654209098525,-0.6923775749675772,-0.3277690226055012,2.261981199252504
36,2003,-1.0839298869136984,-1.82089156274726,-0.7785293461107413,-0.33561492786570246,-0.11466347972835184
37,2003,-0.8036444954987063,0.7499816371831359,-0.7307551317497473,-0.33157962425655146,0.6066067959822562
38,2003,-0.990501423108701,-1.0528713852907168,-0.8172339883480183,-0.33830813409140537,1.008626293919316
39,2003,-0.7413588529620414,-1.005191789690633,-0.8085845518519816,-0.3377510136096438,-0.4812106690239068
40,2003,-0.5545019253520475,-0.2444023075302031,-0.8272984453976853,-0.33892398442437754,0.08634626924017813
41,2003,-0.990501423108701,0.6763091238603229,-0.7832537571454959,-0.33597129671204795,-0.41026605174089603
42,2003,-1.4265009208653547,-0.5039222251200676,-0.6589636339567269,-0.32403844217875205,0.2518837095672027
43,2003,-1.052787065645366,-0.4687568652734969,-0.6256793992470395,-0.31994029213795383,-0.5048588747849102
44,2003,-0.5545019253520475,-0.027681327174950896,-0.36476577545021394,-0.27460500947667993,1.9309063185984536
45,2003,0.628925282844585,-0.6015732188969553,0.2076878152789188,-0.09303737693789446,2.7112971087115705
46,2003,-1.1773583507186958,0.7685740731192372,-0.7085687749457326,-0.3294385072121818,-0.17378399413086068
47,2003,-0.9593586018403686,1.1428434837449482,-0.5703150165161738,-0.3122788656872538,0.07452216635967619
48,2003,-1.0216442443770335,-0.28859627040389746,-0.7220756184302527,-0.330762174159403,-0.422090154621398
49,2003,-0.8347873167670388,0.727829724130452,-0.7397546812688509,-0.3323998348934043,0.6893755161457681
50,2003,-0.8036444954987063,0.8108080068179473,-0.7304835004378913,-0.3315544346347136,0.5593103844602484
51,2003,-0.7413588529620414,0.4074840659112002,-0.7381479209656754,-0.33225544046509686,0.4647175614162346
52,2003,-0.523359104083715,-0.9151887168466833,-0.7483947187575569,-0.33316105147296377,-0.32749733157738375
53,2003,-1.0216442443770335,0.7152556902012918,-0.7681631809257602,-0.33480607261895257,-0.17378399413086068
54,2003,-1.1773583507186958,0.9824997123629282,-0.8435342906606614,-0.3398439798360688,-0.7295168295144441
55,2003,-0.3987878190103851,-0.9040124871046101,-0.6486007584243114,-0.322803382192909,2.191036581969493
56,2003,-0.710216031693709,-2.0257880271286806,-0.8158706623347067,-0.33822203012398455,0.44106935565523114
57,2003,-1.1462155294503633,1.0853136715507983,-0.8159190672224595,-0.3382250981988206,-0.008246553803836093
58,2003,-1.052787065645366,1.4628436068986164,-0.7698770899125055,-0.33494235821972085,-0.49303477190440875
59,2003,-0.990501423108701,0.21509029473310418,-0.6270521242676819,-0.3201168488435548,-0.1383116854893557
60,2003,-1.1773583507186958,0.15844850502978444,-0.787521846374347,-0.33628663942370096,0.08634626924017813
61,2003,-0.5856447466203799,-0.1459718088437892,-0.4514697382740541,-0.29226977603546506,1.729896569629924
62,2003,-0.8347873167670388,0.4544446662108995,-0.6999108793430984,-0.3285570107526409,0.7248478247872738
63,2003,-1.1773583507186958,-1.577884410269486,-0.7787746602020714,-0.33563362134200864,0.5474862815797473
64,2003,-0.990501423108701,-0.8290599374397714,-0.8114399702790351,-0.33793778170605104,-0.776813241036451
65,2003,-0.710216031693709,-0.8253778047048702,-0.7780720844041048,-0.3355800282248754,0.3464765326112169
66,2003,-1.1150727081820309,0.4870898808885424,-0.5620828959456183,-0.31104959179183156,1.1623396313658387
67,2003,-1.333072457060358,-0.49759788178385544,-0.7954221819861303,-0.33685380204071264,-0.3038491258163803
68,2003,-0.24307371266872288,-0.5345204743344271,0.603172666433152,0.09827920652541769,0.0035775490766658427
69,2003,-1.052787065645366,0.7245941740134779,-0.8111495409525178,-0.3379189134163456,-0.46938656614340485
70,2003,-0.7725016742303739,1.933650990262184,-0.7112879077664916,-0.32971002958737,0.47654166429673656
71,2003,-1.0216442443770335,-1.6898416474696523,-0.6808802392503517,-0.3265287396886696,0.21641140092569733
72,2003,-0.523359104083715,0.8481273672720901,-0.8962274755081544,-0.34220474539225576,-0.221080405652868
73,2003,-0.710216031693709,1.5803675290279506,-0.56512018516452,-0.3115058549667867,0.9968021910388142
74,2003,0.6600681041129175,0.25636783283806874,-0.951490348959849,-0.3436539248916952,-3.1534579200173063
75,2003,-1.582215027207017,0.2173635167109146,-0.01703305098974769,-0.17776108798637058,-0.16195989125035914
76,2003,-1.3642152783286905,0.227071302696961,-0.5868704280283922,-0.31468040529821245,0.06269806347917468
77,2003,0.19292578508793076,1.0382708401553706,-0.7824205351456331,-0.3359090035976359,1.422469894736878
78,2003,-0.647930389157044,1.6963208885579615,-0.6053813030157537,-0.31725389749295035,1.067746808321825
1,2004,-0.27421653393705536,1.5070313446030246,-0.6426854931607628,-0.3220818227892933,-0.33932143445788565
2,2004,0.1617829638195983,0.9935457686756978,-0.69125627339303,-0.3276500637047746,2.084619656044977
3,2004,0.5666396403079202,1.401836045619233,-0.8561035831639483,-0.3404939031854674,-0.788637343916953
4,2004,-1.052787065645366,-0.4141584886740061,-0.8455052624978999,-0.33994948823367727,-1.4034906937030447
5,2004,0.5043539977712553,-0.36279251283220676,-0.863265156799542,-0.340839890598613,-0.24472861141387145
6,2004,-0.710216031693709,0.7153954874585641,-0.6357903813829933,-0.32122553817061056,1.1032191169633299
7,2004,-0.523359104083715,2.7887471378380466,-0.3762678106711048,-0.27709725258736273,1.5880073350639026
8,2004,-0.523359104083715,-0.4877990171588295,-0.8038075063761755,-0.3374322804341932,0.2873560182087081
9,2004,-1.2085011719870282,0.055862213803463,-0.7941735238622526,-0.3367655906316851,-0.6703963151119352
10,2004,-0.3987878190103851,0.5607465393729716,-0.8387436166242257,-0.33958195487185205,0.5238380758187434
11,2004,-0.710216031693709,-0.7643799698427549,-0.5125830238387158,-0.3031661472643766,-0.1856080970113626
12,2004,1.9680665973828793,-0.02740516399301361,-0.848211236708396,-0.3400921641721412,4.496736643667337
13,2004,-0.3365021764737202,1.4151459384560852,-0.6958378195163584,-0.32813339172924877,0.9258575737558034
14,2004,-0.6167875678887124,-0.9425092319897734,-0.7840813397409602,-0.3360329316780753,-0.35114553733838716
15,2004,1.0337819593329063,-0.15807008488963964,-0.24197526388105117,-0.24516112794234113,0.9849780881583122
16,2004,-0.710216031693709,2.1550842203346203,-0.7888757733803281,-0.3363853627607835,0.22823550380619925
17,2004,1.5943527421628898,-0.8699688849075194,-0.8023506602399237,-0.3373335140684374,0.9140334708753014
18,2004,-0.523359104083715,0.2855152207936708,-0.7120069318272869,-0.32978140318580185,-0.12648758260885376
19,2004,-0.4299306402787176,1.1903429745507152,-0.7117968640134467,-0.3297605692988172,1.020450396799818
20,2004,-0.7413588529620414,0.9738343864557397,-0.6489330133334502,-0.32284355427878364,1.1741637342463407
21,2004,-0.9282157805720361,1.5439495628513704,-0.7904026421211932,-0.3364959393904335,-0.16195989125035914
22,2004,-0.46107346154705003,-1.0485073436717915,-0.8621222375081342,-0.3407858581007337,-0.8950542698414686
23,2004,-0.6167875678887124,-0.7396276802263865,-0.5545575807263281,-0.309905455683894,1.6234796437054075
24,2004,-0.3987878190103851,1.0164883940480878,-0.7179367655521981,-0.33036324031766173,2.0018509358814645
25,2004,-0.24307371266872288,2.8396855007438533,-0.6572798017934397,-0.32384027604220245,1.351525277453867
26,2004,-0.523359104083715,-0.8640744520793707,-0.4875868337932014,-0.2988647445664679,1.7062483638689203
27,2004,-0.056216785058728166,0.6201923841414785,-0.7351952228127495,-0.33198777402418755,0.20458729804519582
28,2004,-1.1150727081820309,0.6385624259623113,-0.6446268581249099,-0.32231996320295053,-1.0605917101684932
29,2004,-0.9593586018403686,-1.5304425745449293,-0.8227864519286037,-0.3386522042080077,-0.221080405652868
30,2004,-0.8970729593037037,-0.5426556272773617,-0.7681110164350752,-0.33480190877934607,0.027225754837669293
31,2004,-1.0216442443770335,1.3167571563704266,-0.7278146523063515,-0.33130558951262895,0.12181857788168352
32,2004,-0.523359104083715,-0.35058648896791195,-0.3937382155469626,-0.2807956049977599,0.9731539852778103
33,2004,-1.1773583507186958,-0.4741648082781702,-0.7672810840877782,-0.3347355364787419,-0.8004614467974545
34,2004,-1.0839298869136984,-1.406978452846149,-0.8321215460094118,-0.3392067557676265,0.5356621786992454
35,2004,-0.21193089140039043,0.9584015087242418,-0.605221989841499,-0.317232251971121,2.214684787730496
36,2004,-0.9282157805720361,-0.5632551446851267,-0.7353451369796734,-0.3320014362749028,0.14546678364268698
37,2004,-0.8036444954987063,1.3271904718559526,-0.5965932311615898,-0.31604683197579136,0.5711344873407503
38,2004,-0.8036444954987063,1.1885003143520418,-0.7722869953920858,-0.33513227737503754,1.091395014082828
39,2004,-0.6167875678887124,0.6251041973914785,-0.7525669381116354,-0.33351943869194506,-0.5521552863069176
40,2004,-0.36764499774205267,0.5754443857969476,-0.7984890780781234,-0.337068185065229,0.20458729804519582
41,2004,-0.9282157805720361,-1.5419190573022592,-0.7015721538887919,-0.32872815235835023,-0.3629696402188891
42,2004,-1.4265009208653547,0.7842896222190637,-0.5337157519209639,-0.30663495285562314,0.18093909228419236
43,2004,-0.9593586018403686,0.4480863121347716,-0.44569780787229796,-0.29117421436487584,-0.41026605174089603
44,2004,-0.46107346154705003,4.0814144496907545,-0.3428674982208839,-0.26973425276824864,1.8836099070764467
45,2004,1.282924529479566,1.4133148224357235,0.11950209894940066,-0.1283570437305964,2.533935565504044
46,2004,-1.1462155294503633,-0.1788293083470747,-0.6248710846166031,-0.31983602518849763,-0.17378399413086068
47,2004,-0.8659301380353712,1.1089972462115707,-0.32111349575407944,-0.2647321629400329,0.16911498940369044
48,2004,-1.052787065645366,-0.7251322535692202,-0.6728234101665129,-0.32563249110127984,-0.37479374309939106
49,2004,-0.8036444954987063,-0.030101253787267895,-0.6591017993644874,-0.32405465920883,0.7248478247872738
50,2004,-0.7413588529620414,-0.6150898161849928,-0.6624191790018427,-0.32444206062209235,0.5238380758187434
51,2004,-0.8347873167670388,0.040839013794341066,-0.5564632294626187,-0.31019703025848316,0.2400596066867012
52,2004,-0.4922162828153825,0.12540802909421736,-0.6263298105543208,-0.3200240273809795,-0.2683768171748749
53,2004,-0.9593586018403686,-1.7053776346526597,-0.7427962000410514,-0.332670733440723,-0.32749733157738375
54,2004,-1.1773583507186958,0.059508473495935674,-0.8045678860692256,-0.3374835399640061,-0.5166829776654122
55,2004,-0.4299306402787176,-0.3685352744591683,-0.5477663279795624,-0.308856192808169,2.2265088906109978
56,2004,-0.7413588529620414,-1.4933928538607126,-0.7727865526317103,-0.33517139621129155,0.4055970470137258
57,2004,-1.0839298869136984,0.5317635879850144,-0.7618832341777821,-0.33429806817909963,0.027225754837669293
58,2004,-1.052787065645366,0.25978555996574393,-0.7270321849460744,-0.3312321670006942,-0.5166829776654122
59,2004,-0.9282157805720361,0.4074762907626255,-0.5236940603546514,-0.305009117691601,-0.055542965325843
60,2004,-1.0839298869136984,-0.6273110086989885,-0.7288377342542933,-0.33140127209963616,-0.055542965325843
61,2004,-0.3987878190103851,0.3145593723013964,-0.1917121923788994,-0.23161164923929128,0.9613298823973092
62,2004,-0.7413588529620414,-0.055823680222154407,-0.6121199213214679,-0.3181614589500101,0.7366719276677749
63,2004,-1.1773583507186958,-0.8026435502761313,-0.7454335614980336,-0.3329030574475284,0.5120139729382415
64,2004,-0.990501423108701,0.892034109383527,-0.7693075100682676,-0.3348971788760527,-0.7058686237534402
65,2004,-0.647930389157044,0.45303795118258977,-0.7126333756658751,-0.32984344179813174,0.35830063549171887
66,2004,-0.9593586018403686,2.173339666377048,-0.3980843165366582,-0.28169932415774096,0.9022093679948003
67,2004,-1.395358099597023,-0.07860455915491063,-0.7476131912980128,-0.33309325320266464,-0.20925630277236607
68,2004,-0.14964524886372552,0.34682720168189746,1.1983981721229993,0.48770460166679414,0.07452216635967619
69,2004,-1.052787065645366,-0.28158018296297593,-0.7669215720573805,-0.33470671157944165,-0.3984419488603945
70,2004,-0.7413588529620414,0.6382245700421175,-0.6151825878601622,-0.31856877488787805,0.5474862815797473
71,2004,-0.8970729593037037,-1.1995721837771494,-0.605251126764224,-0.31723621139187125,0.20458729804519582
72,2004,-0.5856447466203799,0.5095439081833979,-0.8678354241140738,-0.34105146039617046,-0.1856080970113626
73,2004,-0.710216031693709,0.3252511502195486,-0.4112570253105733,-0.2843987152562705,1.1623396313658387
74,2004,0.5354968190395878,1.4917128310364456,-0.9341374316756245,-0.3433120852452258,-2.704142010558239
75,2004,-1.4887865634020196,-1.0331832676187362,0.2612536979570632,-0.070276731436644,-0.2329045085333695
76,2004,-1.3642152783286905,1.3445724489284205,-0.45475986079015046,-0.29288913831551555,-0.008246553803836093
77,2004,0.25521142762459564,1.1315281799061792,-0.7470003760200541,-0.33303994382789154,1.2214601457683476
78,2004,-0.4922162828153825,0.07305236169693992,-0.524433762231574,-0.30513030230791216,1.410645791856376
1,2005,-0.4922162828153825,0.5521118821596138,-0.5597834288021731,-0.3107020527347797,-0.17378399413086068
2,2005,0.1617829638195983,1.6295868176151334,-0.6367138338532303,-0.321341168172885,2.2738053021330047
3,2005,0.37978271269792546,1.3526051726714816,-0.8410172364975115,-0.3397072949296033,-0.7413409323949456
4,2005,-1.1773583507186958,0.8931206239879654,-0.8014789023100053,-0.33727406419989026,-1.379842487942041
5,2005,0.19292578508793076,0.16787662324472818,-0.8448797585600448,-0.3399161491203965,-0.16195989125035914
6,2005,-0.8659301380353712,0.23064082594163082,-0.4692371517815606,-0.2955702068736889,1.091395014082828
7,2005,-0.6790732104253765,1.1133401550153292,-0.17258145285808105,-0.22622608614106707,1.7417206725104253
8,2005,-0.7413588529620414,-1.2548116360511277,-0.7810999746156759,-0.3358097867405787,0.2873560182087081
9,2005,-1.3642152783286905,0.4049217530384881,-0.7604545850635224,-0.33418060504160907,-0.788637343916953
10,2005,-0.4299306402787176,2.1926893871391244,-0.7926715624908137,-0.3366587736425535,0.35830063549171887
11,2005,-0.9282157805720361,-1.1488907045195786,-0.39744471408780707,-0.2815667345444149,-0.24472861141387145
12,2005,1.7812096697728845,0.9723138075608774,-0.8194469846240214,-0.33844653889613163,4.496736643667337
13,2005,-0.6167875678887124,0.7828539636241962,-0.5756057177426004,-0.3130565950875734,1.044098602560821
14,2005,-0.8036444954987063,-1.211212527042823,-0.7462653736467968,-0.33297583479731907,-0.221080405652868
15,2005,0.4732111765029228,-0.1863523612388049,-0.09823154526965584,-0.20409946748822494,1.2687565572903545
16,2005,-0.8659301380353712,1.350472494893828,-0.7471559295913764,-0.3330534878196042,0.22823550380619925
17,2005,1.46978145708956,-0.29685185619756466,-0.7951853270013977,-0.3368371106714124,0.8076165449507857
18,2005,-0.7725016742303739,0.9820650007249235,-0.6579513608672151,-0.323919427196598,-0.15013578836985722
19,2005,-0.6167875678887124,2.140520161334429,-0.6341225275321681,-0.32101595424730583,1.0795709112023268
20,2005,-0.8347873167670388,0.4779780351992247,-0.5653236736732287,-0.31153630962690126,1.0795709112023268
21,2005,-1.0839298869136984,2.180520568014625,-0.749025392149444,-0.3332156097311279,-0.15013578836985722
22,2005,-0.5856447466203799,0.39772322732100046,-0.82629886096807,-0.33886437860965724,-0.8241096525584579
23,2005,-0.7413588529620414,1.1008654653950252,-0.45369495325958703,-0.29268907834080143,1.5998314379444045
24,2005,-0.5545019253520475,-0.32865996222546734,-0.6366856368312384,-0.3213376418300847,2.037323244522969
25,2005,-0.36764499774205267,-0.2765705136769172,-0.5836851044440327,-0.3142256692246502,1.363349380334369
26,2005,-0.6790732104253765,-0.2744013847013474,-0.39397460058132866,-0.28084492559421265,1.765368878271429
27,2005,-0.14964524886372552,0.7123077498289662,-0.6719563517402598,-0.32553470718500493,0.26370781244770464
28,2005,-1.2396439932553607,1.978061283432769,-0.5493124646854554,-0.309096469825643,-0.8004614467974545
29,2005,-1.1150727081820309,-0.1676891000755997,-0.765432299345838,-0.33458683106764237,-0.19743219989186456
